date,WindDir,WindSpeed,WaveHeight,WavePeriod,year,month,hour
1,335,1.3,0.2,99.8,2021,1,0
1,282,2.9,0.2,4.2,2021,1,1
1,299,1.9,0.3,3.5,2021,1,2
1,303,2.4,0.3,3.6,2021,1,3
1,11,2.4,0.3,3.9,2021,1,4
1,330,2.1,0.3,3.6,2021,1,5
1,329,2.8,0.3,3.6,2021,1,6
1,335,1.7,0.3,3.9,2021,1,7
1,313,2.7,0.3,4.3,2021,1,8
1,313,2.1,0.3,4.5,2021,1,9
1,328,0.9,0.3,4.3,2021,1,10
1,327,1.3,0.3,4.5,2021,1,11
1,295,1.4,0.3,4,2021,1,12
1,225,1.4,0.4,3.5,2021,1,13
1,231,5.5,0.5,3.6,2021,1,14
1,216,2.8,0.7,4,2021,1,15
1,220,3.5,0.6,4.5,2021,1,16
1,225,3.5,0.6,4.4,2021,1,17
1,239,2.9,0.6,4.5,2021,1,18
1,285,4.9,0.6,4.5,2021,1,19
1,310,3.8,0.6,4.4,2021,1,20
1,315,3.3,0.524394424,99.8,2021,1,21
1,307,2.7,0.4,4.5,2021,1,22
1,319,3.2,0.3,4.7,2021,1,23
2,315,4,0.3,4.8,2021,1,0
2,320,3,0.3,4.5,2021,1,1
2,315,4.2,0.3,4.2,2021,1,2
2,330,5,0.3,4.1,2021,1,3
2,327,5,0.237578863,99.8,2021,1,4
2,324,4.3,0.172267973,99.8,2021,1,5
2,353,2.8,0.2,4.2,2021,1,6
2,358,3.5,0.3,3.9,2021,1,7
2,340,5.2,0.2,4.1,2021,1,8
2,329,2.6,0.2,4.6,2021,1,9
2,309,1.9,0.2,4.5,2021,1,10
2,316,1,0.2,5.5,2021,1,11
2,231,0.4,0.2,5,2021,1,12
2,56,0.9,0.24328295,99.8,2021,1,13
2,175,1.1,0.3,3.6,2021,1,14
2,153,2.1,0.3,3.2,2021,1,15
2,149,2.6,0.2,4.1,2021,1,16
2,131,2.4,0.2,4.6,2021,1,17
2,160,1.9,0.2,4.4,2021,1,18
2,132,2.1,0.175459178,99.8,2021,1,19
2,130,2.8,0.2,3.9,2021,1,20
2,121,2.6,0.3,4,2021,1,21
2,143,3,0.3,4,2021,1,22
2,170,2.7,0.2,4,2021,1,23
3,278,2.9,0.2,4.2,2021,1,0
3,324,2.3,0.2,4.5,2021,1,1
3,321,2.7,0.2,4,2021,1,2
3,326,3.8,0.2,3.6,2021,1,3
3,327,4,0.2,3.5,2021,1,4
3,331,3.6,0.2,3.7,2021,1,5
3,351,1.8,0.169404952,99.8,2021,1,6
3,324,1,0.2,3.7,2021,1,7
3,317,1.6,0.3,3.5,2021,1,8
3,358,1.9,0.2,3.5,2021,1,9
3,326,0.3,0.2,3.8,2021,1,10
3,329,1.8,0.3,4.7,2021,1,11
3,335,2.3,0.2,5.2,2021,1,12
3,322,1.6,0.2,4.8,2021,1,13
3,331,2.3,0.2,4.1,2021,1,14
3,351,1.3,0.3,4.2,2021,1,15
3,58,1.1,0.3,3.5,2021,1,16
3,67,1.8,0.243826658,99.7,2021,1,17
3,136,0.8,0.2,3.8,2021,1,18
3,152,2.2,0.2,3.6,2021,1,19
3,104,2.7,0.220838148,99.8,2021,1,20
3,82,3.3,0.3,3.5,2021,1,21
3,84,3,0.4,3.7,2021,1,22
3,34,2.8,0.3,3.8,2021,1,23
4,34,2.1,0.3,4,2021,1,0
4,353,1,0.3,4.3,2021,1,1
4,346,0.6,0.3,4.2,2021,1,2
4,348,2.2,0.3,4,2021,1,3
4,35,1.3,0.3,3.6,2021,1,4
4,22,2,0.3,3.6,2021,1,5
4,58,2.2,0.2,3.7,2021,1,6
4,32,2.5,0.2,3.6,2021,1,7
4,352,1.6,0.2,3.5,2021,1,8
4,332,0.2,0.3,3.6,2021,1,9
4,45,1.4,0.2,4,2021,1,10
4,42,1.2,0.2,4.1,2021,1,11
4,329,2,0.222984499,99.8,2021,1,12
4,333,5.4,0.226533776,99.8,2021,1,13
4,312,3,0.218590803,99.7,2021,1,14
4,294,4.1,0.207098553,99.8,2021,1,15
4,326,6.3,0.2,3.9,2021,1,16
4,332,8,0.2,3.7,2021,1,17
4,324,4.7,0.19374044,99.8,2021,1,18
4,333,5.8,0.182183061,99.8,2021,1,19
4,336,5.4,0.171179096,99.8,2021,1,20
4,337,4.2,0.166579775,99.8,2021,1,21
4,354,3.6,0.174236332,99.8,2021,1,22
4,345,4.9,0.2,3.5,2021,1,23
5,338,3.7,0.2,4.2,2021,1,0
5,351,4.8,0.1,4,2021,1,1
5,354,4,0.2,4.2,2021,1,2
5,351,4,0.2,3.6,2021,1,3
5,3,3.1,0.3,3.5,2021,1,4
5,348,6.3,0.3,3.3,2021,1,5
5,354,5.6,0.2,4.1,2021,1,6
5,341,4.3,0.2,4.2,2021,1,7
5,348,4.2,0.2,3.9,2021,1,8
5,339,4.1,0.3,3.8,2021,1,9
5,353,5.7,0.3,3.4,2021,1,10
5,359,3.8,0.3,3.4,2021,1,11
5,354,4.5,0.2,4.4,2021,1,12
5,352,7.1,0.2,5,2021,1,13
5,334,8.2,0,99.7,2021,1,14
5,338,4.1,0.3,4.6,2021,1,15
5,316,7.4,0.3,3.6,2021,1,16
5,325,5.8,0.3,3.7,2021,1,17
5,318,6.6,0.3,4.3,2021,1,18
5,332,6.8,0.279837568,99.8,2021,1,19
5,325,5.1,0.251253981,99.8,2021,1,20
5,343,4.2,0.222043405,99.8,2021,1,21
5,327,5.6,0.2,4.3,2021,1,22
5,339,4.7,0.2,4.2,2021,1,23
6,343,5.3,0.2,5,2021,1,0
6,345,5.7,0.1,6,2021,1,1
6,328,3.1,0.2,5.8,2021,1,2
6,338,3.5,0.2,5.4,2021,1,3
6,322,3.3,0.2,5.1,2021,1,4
6,336,3,0.2,4.8,2021,1,5
6,339,3.8,0.2,4.8,2021,1,6
6,339,3.1,0.2,5.1,2021,1,7
6,351,2.3,0.2,4.6,2021,1,8
6,302,2.1,0.2,5.3,2021,1,9
6,301,1.5,0.343430897,99.8,2021,1,10
6,308,1.3,0.5,3.2,2021,1,11
6,244,2.6,0.5,3.1,2021,1,12
6,262,6.6,0.4,3,2021,1,13
6,277,6.3,0.4,3.4,2021,1,14
6,292,6.2,0.4,3.5,2021,1,15
6,309,10.2,0.4,3.2,2021,1,16
6,325,10.1,0.5,3.5,2021,1,17
6,330,11.5,0.6,3.6,2021,1,18
6,326,10.3,0.6,3.9,2021,1,19
6,338,7.6,0.6,4.2,2021,1,20
6,319,8.7,0.6,4.9,2021,1,21
6,314,9.6,0.4,4.6,2021,1,22
6,311,10.7,0.5,4,2021,1,23
7,315,7.8,0.4,3.7,2021,1,0
7,314,7.4,0.4,3.1,2021,1,1
7,310,8.6,0.5,3.2,2021,1,2
7,308,11.8,0.5,3.2,2021,1,3
7,314,9.7,0.6,3.6,2021,1,4
7,312,11,0.4,3.1,2021,1,5
7,317,9.8,0.4,3.7,2021,1,6
7,315,6.3,0.4,3.9,2021,1,7
7,324,7,0.4,4.2,2021,1,8
7,323,6.8,0.5,4,2021,1,9
7,328,8.5,0.6,4.3,2021,1,10
7,321,7,0.6,4.7,2021,1,11
7,317,6,0.6,3.9,2021,1,12
7,320,6.5,0.4,3.8,2021,1,13
7,312,8.6,0.4,3.8,2021,1,14
7,308,8.6,0.4,3.5,2021,1,15
7,337,8.5,0.3,2.9,2021,1,16
7,325,10.6,0.4,3.2,2021,1,17
7,332,10.7,0.4,4.7,2021,1,18
7,323,7.3,0.3,4.2,2021,1,19
7,309,7.6,0.4,4.1,2021,1,20
7,325,7.8,0.4,3.8,2021,1,21
7,312,7,0.4,3.9,2021,1,22
7,313,7,0.4,4,2021,1,23
8,310,7.6,0.5,3.5,2021,1,0
8,304,5.8,0.5,3.6,2021,1,1
8,302,5.4,0.5,3.2,2021,1,2
8,288,4.6,0.4,2.7,2021,1,3
8,283,5.4,0.4,3.3,2021,1,4
8,286,6.2,0.3,3.6,2021,1,5
8,287,5.7,0.3,3.5,2021,1,6
8,289,5.5,0.3,3.5,2021,1,7
8,296,5.9,0.3,3,2021,1,8
8,288,5.8,0.3,3.3,2021,1,9
8,291,5.5,0.3,3.2,2021,1,10
8,296,4.6,0.4,3.1,2021,1,11
8,298,5.3,0.4,3.1,2021,1,12
8,304,7.2,0.5,3,2021,1,13
8,290,5.8,0.5,3.1,2021,1,14
8,293,7,0.3,2.7,2021,1,15
8,314,6.9,0.3,4.1,2021,1,16
8,300,7.2,0.3,3.8,2021,1,17
8,314,6.3,0.2,4.1,2021,1,18
8,316,5.8,0.2,4.2,2021,1,19
8,323,5.6,0.2,4.5,2021,1,20
8,338,4.7,0.2,4.5,2021,1,21
8,334,4.4,0.2,4.9,2021,1,22
8,338,2.2,0.2,4.9,2021,1,23
9,312,3.5,0.2,3.7,2021,1,0
9,318,2.4,0.2,3.6,2021,1,1
9,291,2.5,0.2,3.8,2021,1,2
9,319,1.9,0.2,3.9,2021,1,3
9,357,1.3,0.2,3.5,2021,1,4
9,276,3.9,0.2,3.8,2021,1,5
9,301,2.5,0.2,4,2021,1,6
9,300,4.1,0.3,3.2,2021,1,7
9,296,4.1,0.3,2.9,2021,1,8
9,297,5,0.3,3,2021,1,9
9,289,5,0.3,3.1,2021,1,10
9,300,5.3,0.3,3.2,2021,1,11
9,304,4.6,0.4,3.4,2021,1,12
9,304,5.6,0.4,3.3,2021,1,13
9,302,6.4,0.4,3.4,2021,1,14
9,307,7,0.4,3,2021,1,15
9,311,8.7,0.2,3.8,2021,1,16
9,315,7.8,0.2,3.6,2021,1,17
9,336,6.2,0.2,4.6,2021,1,18
9,335,7.6,0.1,5.1,2021,1,19
9,317,4.5,0.1,5.7,2021,1,20
9,317,4.1,0.2,4.4,2021,1,21
9,311,2.7,0.2,4.8,2021,1,22
9,303,2.1,0.2,5.4,2021,1,23
10,326,1.6,0.2,3.9,2021,1,0
10,283,1.9,0.2,3.5,2021,1,1
10,291,2.3,0.3,3,2021,1,2
10,274,3.5,0.3,3.1,2021,1,3
10,290,2.3,0.3,3.3,2021,1,4
10,286,2.8,0.3,3.5,2021,1,5
10,315,1.8,0.2,4,2021,1,6
10,283,2.6,0.2,4.5,2021,1,7
10,290,2.5,0.2,4.3,2021,1,8
10,322,3,0.2,4,2021,1,9
10,302,4.5,0.2,4.9,2021,1,10
10,315,3.5,0.2,4.2,2021,1,11
10,317,3.9,0.2,3.6,2021,1,12
10,323,4.1,0.3,4,2021,1,13
10,313,5.7,0.3,3.5,2021,1,14
10,293,6.8,0.3,3.6,2021,1,15
10,319,7.2,0.3,3.1,2021,1,16
10,324,7.6,0.2,4.3,2021,1,17
10,324,5.5,0.2,3.9,2021,1,18
10,316,7,0.1,5.8,2021,1,19
10,315,4.8,0.2,4,2021,1,20
10,339,3.6,0.1,4.3,2021,1,21
10,336,4.4,0.2,3.7,2021,1,22
10,335,3.7,0.1,3.8,2021,1,23
11,338,3.8,0.2,4.2,2021,1,0
11,337,2.3,0.1,4.4,2021,1,1
11,332,1.8,0.2,4.2,2021,1,2
11,326,2.6,0.2,4.2,2021,1,3
11,297,2.3,0.3,4.4,2021,1,4
11,342,2.5,0.3,3.8,2021,1,5
11,330,3.6,0.2,5,2021,1,6
11,331,3.1,0.2,5.3,2021,1,7
11,325,3,0.2,5.7,2021,1,8
11,341,2.1,0.2,5.1,2021,1,9
11,332,1.8,0.2,4.5,2021,1,10
11,309,0.7,0.2,4.7,2021,1,11
11,250,1,0.2,4.3,2021,1,12
11,243,3.2,0.2,4.5,2021,1,13
11,222,3.2,0.2,5.2,2021,1,14
11,237,2.3,0.2,4.8,2021,1,15
11,234,3.7,0.3,4.2,2021,1,16
11,246,3.1,0.3,3.7,2021,1,17
11,224,3.2,0.2,4.3,2021,1,18
11,228,3.8,0.2,4.2,2021,1,19
11,257,1.9,0.2,4,2021,1,20
11,296,2.4,0.2,4.5,2021,1,21
11,282,1.9,0.2,4.2,2021,1,22
11,267,1.3,0.2,4,2021,1,23
12,279,4.2,0.2,3.4,2021,1,0
12,304,3.3,0.3,3.5,2021,1,1
12,308,4.6,0.2,3.6,2021,1,2
12,304,4.5,0.3,3.8,2021,1,3
12,302,2.8,0.4,3.1,2021,1,4
12,290,2.1,0.4,3,2021,1,5
12,277,3.3,0.4,3.3,2021,1,6
12,280,4,0.4,3,2021,1,7
12,257,3.7,0.4,3.7,2021,1,8
12,247,6.4,0.4,3.5,2021,1,9
12,233,5.9,0.7,3.9,2021,1,10
12,227,6.8,0.8,3.8,2021,1,11
12,233,8.1,1,4.3,2021,1,12
12,238,9.6,1,4.4,2021,1,13
12,233,5.4,0.8,4.8,2021,1,14
12,228,5.7,0.9,5.2,2021,1,15
12,220,4.9,1,5.3,2021,1,16
12,221,4.6,1.1,4.9,2021,1,17
12,221,5.9,1.4,5.3,2021,1,18
12,216,5.8,1.1,5.1,2021,1,19
12,220,5.7,0.8,5.1,2021,1,20
12,227,5.9,0.8,4.9,2021,1,21
12,249,4.7,0.7,4.8,2021,1,22
12,255,5.2,0.6,4.3,2021,1,23
13,249,3.9,0.6,4.1,2021,1,0
13,242,2.7,0.6,4.2,2021,1,1
13,242,2.6,0.5,4,2021,1,2
13,236,2,0.5,4.3,2021,1,3
13,190,1,0.6,4.3,2021,1,4
13,177,2.5,0.9,4.2,2021,1,5
13,148,1.8,0.9,4.3,2021,1,6
13,198,2.2,0.9,4.4,2021,1,7
13,218,5.2,0.8,4.7,2021,1,8
13,215,3.4,0.7,5.1,2021,1,9
13,221,2.9,0.8,5.1,2021,1,10
13,219,3.3,1,5,2021,1,11
13,243,1.4,1,5.1,2021,1,12
13,235,1.3,1,5.2,2021,1,13
13,242,2.1,0.8,5.3,2021,1,14
13,318,3.4,0.7,5.2,2021,1,15
13,330,2.8,0.6,5.3,2021,1,16
13,315,3.4,0.7,5.2,2021,1,17
13,329,4.1,0.6,5.2,2021,1,18
13,19,3.3,0.7,5,2021,1,19
13,186,1.8,0.6,5.3,2021,1,20
13,356,1.3,0.5,5.1,2021,1,21
13,113,0.6,0.5,5.1,2021,1,22
13,76,2,0.8,4.2,2021,1,23
14,96,3.2,1.1,4.5,2021,1,0
14,88,7.3,1,4.2,2021,1,1
14,75,6.8,0.9,4.4,2021,1,2
14,83,7.8,0.8,4.5,2021,1,3
14,80,7.3,0.8,4.3,2021,1,4
14,77,7.5,0.9,4.5,2021,1,5
14,77,7.6,0.9,4.3,2021,1,6
14,82,7.9,1,4.5,2021,1,7
14,80,8.2,0.9,4.7,2021,1,8
14,84,7.9,0.9,5.2,2021,1,9
14,81,6.9,0.8,5.1,2021,1,10
14,73,6.7,0.8,5,2021,1,11
14,78,5.7,0.8,4.5,2021,1,12
14,75,5.4,0.8,4,2021,1,13
14,79,5.4,0.8,4.2,2021,1,14
14,80,5.3,0.5,4.6,2021,1,15
14,80,4.7,0.4,5.2,2021,1,16
14,89,4.8,0.5,5,2021,1,17
14,82,4.4,0.6,5.1,2021,1,18
14,85,4.5,0.9,5.4,2021,1,19
14,78,4,0.9,5.4,2021,1,20
14,75,4,0.9,5.8,2021,1,21
14,79,4,0.7,5.6,2021,1,22
14,90,3.7,0.8,6.4,2021,1,23
15,53,3.4,0.8,5.9,2021,1,0
15,76,1.3,0.8,5.4,2021,1,1
15,64,1.6,0.8,5.3,2021,1,2
15,114,1.1,0.7,5,2021,1,3
15,46,2.3,0.5,5,2021,1,4
15,107,0.7,0.6,5.1,2021,1,5
15,230,0.5,0.7,5,2021,1,6
15,234,0.8,0.6,4.9,2021,1,7
15,315,4.4,0.6,5.6,2021,1,8
15,318,7.7,0.5,5,2021,1,9
15,319,7,0.5,5.6,2021,1,10
15,320,9.5,0.4,5.7,2021,1,11
15,333,10.4,0.3,5.3,2021,1,12
15,327,8.3,0.4,5.2,2021,1,13
15,332,6.8,0.5,5.2,2021,1,14
15,335,5.3,0.4,5.5,2021,1,15
15,333,10.1,0.3,6.1,2021,1,16
15,356,5.9,0.2,6.2,2021,1,17
15,329,6.3,0.3,6,2021,1,18
15,341,7,0.3,4.9,2021,1,19
15,335,6.8,0.3,4.4,2021,1,20
15,344,5,0.3,5,2021,1,21
15,351,6,0.3,4.9,2021,1,22
15,359,4.4,0.3,6,2021,1,23
16,347,4.1,0.3,5.5,2021,1,0
16,347,7.5,0.3,5.3,2021,1,1
16,339,4.7,0.4,5.2,2021,1,2
16,336,6.3,0.4,5,2021,1,3
16,350,3.9,0.4,5,2021,1,4
16,338,5.5,0.3,5.5,2021,1,5
16,349,3.3,0.4,5.4,2021,1,6
16,349,3.1,0.5,4.7,2021,1,7
16,350,3.6,0.4,5.3,2021,1,8
16,352,2.6,0.3,5.3,2021,1,9
16,342,3.1,0.4,6.7,2021,1,10
16,353,2.3,0.3,6.7,2021,1,11
16,338,3,0.3,7.2,2021,1,12
16,330,6.2,0.3,6.5,2021,1,13
16,346,4.7,0.4,5.9,2021,1,14
16,324,7.3,0.4,5.5,2021,1,15
16,330,6.7,0.3,5.1,2021,1,16
16,348,5.2,0.3,6,2021,1,17
16,317,6.5,0.2,5.7,2021,1,18
16,331,5.9,0.2,5.3,2021,1,19
16,329,5.3,0.3,4.9,2021,1,20
16,348,3.4,0.2,5.4,2021,1,21
16,319,5.1,0.2,4.8,2021,1,22
16,315,4.7,0.2,6.2,2021,1,23
17,324,5.2,0.2,7.1,2021,1,0
17,340,3.8,0.2,7.1,2021,1,1
17,336,3.3,0.2,5.5,2021,1,2
17,318,3.6,0.2,5.6,2021,1,3
17,318,2.3,0.2,4.1,2021,1,4
17,287,2.9,0.3,4.3,2021,1,5
17,305,1.7,0.3,4,2021,1,6
17,293,2.9,0.3,3.8,2021,1,7
17,304,2.9,0.3,3.1,2021,1,8
17,305,3.3,0.2,3.5,2021,1,9
17,303,1.8,0.2,3.3,2021,1,10
17,282,2.4,0.2,3.5,2021,1,11
17,248,4.4,0.3,4.9,2021,1,12
17,257,4.4,0.2,3.7,2021,1,13
17,280,5.3,0.2,4.1,2021,1,14
17,294,5.5,0.3,3.3,2021,1,15
17,302,5.1,0.4,3.3,2021,1,16
17,292,4.4,0.5,3.6,2021,1,17
17,300,4.3,0.4,4.3,2021,1,18
17,264,4.6,0.5,4.4,2021,1,19
17,262,4.1,0.7,4.6,2021,1,20
17,230,3.2,0.8,4.2,2021,1,21
17,239,5.5,0.7,4.3,2021,1,22
17,240,5.2,0.9,4.8,2021,1,23
18,238,6.6,0.8,4.9,2021,1,0
18,242,6.7,0.6,4.8,2021,1,1
18,255,7.8,0.7,4.8,2021,1,2
18,239,5.8,0.8,4.7,2021,1,3
18,250,4.6,0.9,4.6,2021,1,4
18,241,3.8,0.8,4.5,2021,1,5
18,244,4.5,0.7,4.9,2021,1,6
18,243,3.8,0.7,4.7,2021,1,7
18,292,0.4,0.7,4.8,2021,1,8
18,41,1.7,0.7,4.9,2021,1,9
18,51,0.5,0.7,5,2021,1,10
18,311,3.7,0.6,5,2021,1,11
18,297,4.1,0.5,4.8,2021,1,12
18,322,4.7,0.4,4.7,2021,1,13
18,311,3.3,0.4,4.9,2021,1,14
18,342,3.8,0.4,4.3,2021,1,15
18,337,3.6,0.3,4.5,2021,1,16
18,332,4.6,0.3,4,2021,1,17
18,345,5.1,0.2,5,2021,1,18
18,15,4,0.2,4.9,2021,1,19
18,9,4.3,0.2,4.5,2021,1,20
18,3,4.8,0.5,3.1,2021,1,21
18,43,6.9,1,3.8,2021,1,22
18,326,1.1,1,4.2,2021,1,23
19,85,10,1,4.5,2021,1,0
19,82,9.4,1.2,4.8,2021,1,1
19,83,9.2,1.2,5.2,2021,1,2
19,87,9.1,1.1,4.9,2021,1,3
19,87,8.7,1.2,4.6,2021,1,4
19,83,8,1.1,4.2,2021,1,5
19,86,8,0.8,4.4,2021,1,6
19,83,7.9,0.7,4.2,2021,1,7
19,90,7.4,0.7,4.3,2021,1,8
19,102,6.2,0.9,4.3,2021,1,9
19,99,8.3,0.9,4,2021,1,10
19,93,8.3,0.9,4.3,2021,1,11
19,100,7.8,0.8,4.5,2021,1,12
19,96,8.2,0.8,4.2,2021,1,13
19,107,4.9,0.8,4.6,2021,1,14
19,118,6.2,0.8,4.4,2021,1,15
19,128,5.4,0.9,4.5,2021,1,16
19,132,5.4,1,4.5,2021,1,17
19,131,5.3,1.1,4.6,2021,1,18
19,128,4.7,0.8,4.7,2021,1,19
19,133,4.5,0.9,5.1,2021,1,20
19,135,5.7,1.1,4.9,2021,1,21
19,137,6.9,1.3,5,2021,1,22
19,138,6.9,1.4,5.2,2021,1,23
20,143,6.8,1.5,5.3,2021,1,0
20,144,6.4,1.2,5.6,2021,1,1
20,149,5.5,1.2,5.8,2021,1,2
20,151,5.7,1.3,5.6,2021,1,3
20,144,5.7,1.2,5.5,2021,1,4
20,148,5.6,1.5,5.5,2021,1,5
20,137,5,1.3,5.4,2021,1,6
20,132,4.2,1.2,5.6,2021,1,7
20,132,3.2,1.1,5.4,2021,1,8
20,121,2.9,1,5.4,2021,1,9
20,115,2.7,1.1,5.2,2021,1,10
20,112,2.7,1,5.1,2021,1,11
20,112,1.6,0.9,5,2021,1,12
20,154,3.6,0.9,5.3,2021,1,13
20,154,3.9,0.8,5.1,2021,1,14
20,153,3.7,0.8,5.1,2021,1,15
20,120,2.2,0.8,4.7,2021,1,16
20,104,1.9,0.9,4.8,2021,1,17
20,120,2.4,0.9,4.8,2021,1,18
20,76,1.3,0.8,4.6,2021,1,19
20,99,2,0.7,4.8,2021,1,20
20,85,1.8,0.7,4.9,2021,1,21
20,81,2.8,0.7,4.7,2021,1,22
20,81,3.2,0.7,4.7,2021,1,23
21,85,3.3,0.7,4.6,2021,1,0
21,92,3.2,0.7,4.8,2021,1,1
21,90,2.6,0.6,4.8,2021,1,2
21,114,2.8,0.6,4.8,2021,1,3
21,118,2.7,0.6,4.9,2021,1,4
21,107,1.7,0.6,4.7,2021,1,5
21,67,2.1,0.7,4.7,2021,1,6
21,55,1.5,0.7,4.8,2021,1,7
21,58,1.6,0.6,4.8,2021,1,8
21,73,2.3,0.6,5,2021,1,9
21,87,2.4,0.6,4.9,2021,1,10
21,105,1.9,0.6,5,2021,1,11
21,55,1.8,0.6,5,2021,1,12
21,61,2.3,0.6,4.9,2021,1,13
21,127,2.4,0.5,4.9,2021,1,14
21,262,2.5,0.5,5.1,2021,1,15
21,251,2.7,0.5,4.9,2021,1,16
21,316,2.8,0.5,5.1,2021,1,17
21,354,2.9,0.5,4.7,2021,1,18
21,72,3.4,0.5,4.7,2021,1,19
21,87,1.8,0.4,4.7,2021,1,20
21,85,1.5,0.6,5.1,2021,1,21
21,55,0.8,0.4,4.6,2021,1,22
21,59,0.7,0.4,4.8,2021,1,23
22,341,2.8,0.5,4.9,2021,1,0
22,307,2.7,0.4,4.6,2021,1,1
22,321,5.4,0.4,5.1,2021,1,2
22,325,5.7,0.3,5.1,2021,1,3
22,306,5.1,0.3,5.3,2021,1,4
22,339,6.9,0.3,5.3,2021,1,5
22,330,6.6,0.3,5.2,2021,1,6
22,338,6.8,0.3,5,2021,1,7
22,333,3.5,0.3,5.1,2021,1,8
22,352,2.9,0.3,5.1,2021,1,9
22,350,2.9,0.3,5,2021,1,10
22,339,3.3,0.3,5.2,2021,1,11
22,341,3.1,0.3,4.5,2021,1,12
22,35,2.8,0.4,4.3,2021,1,13
22,6,2.9,0.4,4.8,2021,1,14
22,54,2.4,0.3,4.8,2021,1,15
22,341,2.7,0.3,5.3,2021,1,16
22,348,3.1,0.3,5.2,2021,1,17
22,326,2.8,0.3,5.1,2021,1,18
22,326,3.2,0.3,5,2021,1,19
22,303,3.1,0.3,5.4,2021,1,20
22,332,3.5,0.3,4.7,2021,1,21
22,339,3.1,0.3,4.2,2021,1,22
22,326,4,0.3,4,2021,1,23
23,332,4.5,0.3,4.3,2021,1,0
23,337,5.3,0.3,4.2,2021,1,1
23,337,4.8,0.3,4.3,2021,1,2
23,344,4.9,0.3,4.5,2021,1,3
23,345,4.5,0.3,4.5,2021,1,4
23,345,4.3,0.3,4.5,2021,1,5
23,343,3.8,0.3,4.6,2021,1,6
23,339,5.3,0.3,5.5,2021,1,7
23,326,4.6,0.3,5,2021,1,8
23,339,3.9,0.4,4.3,2021,1,9
23,336,5.1,0.4,5,2021,1,10
23,338,4.4,0.4,4.7,2021,1,11
23,331,5.4,0.4,4.8,2021,1,12
23,334,4.3,0.4,4.7,2021,1,13
23,322,5,0.4,4.8,2021,1,14
23,332,4.1,0.4,5.3,2021,1,15
23,322,4.3,0.4,5.2,2021,1,16
23,329,3.2,0.3,5.7,2021,1,17
23,315,4.5,0.3,6.3,2021,1,18
23,320,3.9,0.4,6.1,2021,1,19
23,336,3.6,0.3,6.7,2021,1,20
23,346,2.9,0.3,6.7,2021,1,21
23,323,3.9,0.3,6.2,2021,1,22
23,344,2.8,0.3,5.2,2021,1,23
24,319,2.5,0.3,5.4,2021,1,0
24,327,3.3,0.3,5.6,2021,1,1
24,288,3.8,0.3,5.8,2021,1,2
24,348,2.8,0.3,5.4,2021,1,3
24,337,1.2,0.2,6.2,2021,1,4
24,342,1.5,0.2,5.1,2021,1,5
24,346,2.9,0.2,5.9,2021,1,6
24,332,3.1,0.2,5.4,2021,1,7
24,293,1.9,0.2,4.9,2021,1,8
24,16,0.2,0.3,5.4,2021,1,9
24,334,0.7,0.2,5.4,2021,1,10
24,290,1.2,0.2,5.6,2021,1,11
24,65,1.1,0.2,5.7,2021,1,12
24,279,1.3,0.2,5.3,2021,1,13
24,74,0.5,0.3,4.9,2021,1,14
24,187,0.9,0.3,4.7,2021,1,15
24,245,2.1,0.4,4.7,2021,1,16
24,243,1.2,0.4,5.6,2021,1,17
24,165,0.6,0.3,6.5,2021,1,18
24,68,2.9,0.4,6.1,2021,1,19
24,91,1.4,0.4,6.4,2021,1,20
24,199,1.4,0.5,6.6,2021,1,21
24,120,1.7,0.5,6.2,2021,1,22
24,133,1.2,0.4,6.1,2021,1,23
25,105,1.3,0.4,6.4,2021,1,0
25,65,1.6,0.4,7,2021,1,1
25,67,0.6,0.4,6.8,2021,1,2
25,64,1.7,0.4,6.3,2021,1,3
25,46,1.1,0.5,7,2021,1,4
25,100,0.6,0.4,6.7,2021,1,5
25,111,3.3,0.4,6.7,2021,1,6
25,117,2.2,0.4,7.1,2021,1,7
25,102,2.8,0.4,6.3,2021,1,8
25,119,2.6,0.4,6.3,2021,1,9
25,103,3.6,0.5,6.3,2021,1,10
25,112,2.2,0.4,6.2,2021,1,11
25,89,1.8,0.4,5.7,2021,1,12
25,87,1.8,0.4,6.3,2021,1,13
25,76,2.6,0.4,6.1,2021,1,14
25,57,3,0.3,6.4,2021,1,15
25,42,1,0.3,5.9,2021,1,16
25,237,1.1,0.4,5.9,2021,1,17
25,172,0.7,0.4,5.5,2021,1,18
25,243,0.7,0.3,5.8,2021,1,19
25,231,0.5,0.3,6.5,2021,1,20
25,147,0.9,0.4,6.7,2021,1,21
25,61,2.3,0.4,7,2021,1,22
25,47,2.1,0.4,6.6,2021,1,23
26,74,0.6,0.4,6.9,2021,1,0
26,242,1.4,0.3,6.8,2021,1,1
26,299,1.3,0.4,7,2021,1,2
26,337,4.5,0.4,5.2,2021,1,3
26,327,3.8,0.4,5.7,2021,1,4
26,326,5.1,0.4,6.3,2021,1,5
26,337,9.6,0.4,7.2,2021,1,6
26,332,5.9,0.3,7.6,2021,1,7
26,335,3.4,0.4,7.1,2021,1,8
26,352,2.7,0.4,6.8,2021,1,9
26,344,4.7,0.4,6,2021,1,10
26,339,3.3,0.5,5.9,2021,1,11
26,334,2.7,0.4,6.1,2021,1,12
26,346,5,0.5,5.1,2021,1,13
26,329,8.6,0.3,5.8,2021,1,14
26,332,7.7,0.3,5.8,2021,1,15
26,337,12,0.3,6.3,2021,1,16
